Phecode 	 Gwas Source 	 Gwas ID 	 Description	 GWAS URL  	.Method 	 Tuning Parameter 	 # SNPS  	 P-Value 	 OR  	 OR_CI  	 Psuedo-R2 	 Brier Score 	 AUC Estimate 	 AUC 95% CI 	 Hosmer-Lemeshow P  	  Hosmer-Lemeshow Chi-square 	 Odds Ratio Estimate 	 Odds Ratio ORCI1  	 Odds Ratio ORCI2 	 PRSweb 	 Nominal Significance 	 WARNING_REVERSED_EFFECT 	 Prswebprefix 	 Reference URl  
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-05	P<=5e-05	392	1.2e-57	1.238	1.206,  1.271	0.00818	0.0825	0.559	0.552,  0.567	0.0401	16.2	1.75	1.42	2.15	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_P_5e-05_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	PRS-CS		1120410	6e-101	1.33	1.296,  1.366	0.0146	0.0822	0.579	0.572,  0.587	0.808	4.51	2.34	1.95	2.82	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P&T	P<=5e-08	49	8.9e-63	1.248	1.216,  1.28	0.00891	0.0824	0.561	0.553,  0.568	0.0445	15.9	2.03	1.67	2.46	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_PT_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	Lassosum	s=0.9;Lambda=0.006952	41744	3e-98	1.323	1.289,  1.358	0.0141	0.0822	0.577	0.57,  0.585	0.652	5.96	2.25	1.86	2.71	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-09	P<=5e-09	210	1.6e-200	1.492	1.454,  1.532	0.0292	0.0816	0.612	0.605,  0.62	0.285	9.73	2.7	2.27	3.21	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-09_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-08	P<=5e-08	257	1.8e-212	1.513	1.474,  1.553	0.0311	0.0815	0.616	0.608,  0.623	0.954	2.66	2.71	2.28	3.23	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-07	P<=5e-07	343	3.1e-218	1.523	1.483,  1.563	0.0319	0.0815	0.617	0.61,  0.624	0.901	3.47	3.01	2.55	3.56	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-07_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-06	P<=5e-06	495	2.2e-225	1.536	1.497,  1.577	0.0331	0.0814	0.619	0.612,  0.626	0.624	6.21	3.06	2.6	3.61	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-06_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-05	P<=5e-05	950	6.4e-226	1.54	1.5,  1.581	0.0332	0.0814	0.618	0.611,  0.626	0.652	5.96	3.47	2.96	4.06	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_P_5e-05_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	PRS-CS		1120410	1.1225369292536e-308	1.674	1.63,  1.719	0.0463	0.0809	0.64	0.633,  0.648	0.298	9.55	3.64	3.12	4.25	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PRS-CS_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P&T	P<=2.51e-05	747	1.1e-235	1.555	1.514,  1.596	0.0347	0.0814	0.622	0.615,  0.629	0.183	11.3	3.36	2.87	3.95	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_PT_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	Lassosum	s=0.9;Lambda=0.008859	148560	1.4e-274	1.621	1.578,  1.665	0.0408	0.0811	0.631	0.624,  0.638	0.825	4.34	3.86	3.31	4.5	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-ER-positive-BRCA_LASSOSUM_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-09	P<=5e-09	264	1.4e-236	1.553	1.513,  1.594	0.0347	0.0813	0.621	0.614,  0.629	0.329	9.15	3.28	2.79	3.86	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-09_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-08	P<=5e-08	334	2.5e-245	1.567	1.526,  1.609	0.0361	0.0813	0.624	0.617,  0.631	0.324	9.22	3.69	3.16	4.31	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-08_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-07	P<=5e-07	464	2.3e-260	1.591	1.549,  1.633	0.0384	0.0812	0.627	0.62,  0.634	0.862	3.95	3.81	3.27	4.44	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-07_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-06	P<=5e-06	712	1.5e-271	1.611	1.568,  1.654	0.0402	0.0811	0.629	0.622,  0.636	0.143	12.2	3.69	3.16	4.31	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-06_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-05	P<=5e-05	1307	7.1e-265	1.602	1.56,  1.645	0.0392	0.0812	0.628	0.621,  0.635	0.0466	15.7	3.49	2.98	4.08	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_P_5e-05_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	PRS-CS		1120410	2.1e-364	1.756	1.709,  1.804	0.0548	0.0805	0.652	0.645,  0.659	0.485	7.49	4.38	3.79	5.07	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PRS-CS_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P&T	P<=1e-04	1682	2.5e-270	1.612	1.57,  1.656	0.0401	0.0811	0.631	0.623,  0.638	0.321	9.26	3.32	2.83	3.9	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_PT_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	Onco_iCOGS_Overall_BRCA	Breast cancer [female], Overall	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	Lassosum	s=0.9;Lambda=0.004281	286144	2.91e-325	1.699	1.654,  1.746	0.0487	0.0807	0.643	0.636,  0.65	0.421	8.13	4.02	3.46	4.67	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_Onco-iCOGS-Overall-BRCA_LASSOSUM_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-09	P<=5e-09	8	5e-31	1.163	1.134,  1.193	0.00424	0.0826	0.543	0.535,  0.55	0.397	8.38	1.77	1.44	2.17	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-09_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-08	P<=5e-08	10	1.8e-36	1.18	1.15,  1.21	0.00504	0.0826	0.548	0.54,  0.555	0.371	8.67	1.49	1.2	1.86	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-08_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-07	P<=5e-07	14	2.2e-44	1.201	1.171,  1.233	0.00619	0.0825	0.552	0.544,  0.559	0.27	9.92	1.73	1.41	2.13	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-07_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-06	P<=5e-06	35	8.5e-28	1.155	1.125,  1.185	0.00378	0.0826	0.541	0.534,  0.549	0.398	8.37	1.39	1.11	1.74	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-06_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-05	P<=5e-05	158	3.1e-12	1.097	1.069,  1.126	0.00155	0.0827	0.527	0.519,  0.534	0.116	12.9	1.21	0.952	1.54	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_P_5e-05_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	PRS-CS		1116435	2.1e-38	1.188	1.158,  1.22	0.00537	0.0826	0.549	0.541,  0.556	0.902	3.47	1.82	1.48	2.22	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PRS-CS_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P&T	P<=3.16e-07	14	2.2e-44	1.201	1.171,  1.233	0.00619	0.0825	0.552	0.544,  0.559	0.27	9.92	1.73	1.41	2.13	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_negative_BRCA	Breast cancer [female]; ER negative	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	Lassosum	s=0.9;Lambda=0.008859	2708	9.9e-44	1.2	1.169,  1.231	0.0061	0.0825	0.552	0.544,  0.559	0.764	4.94	1.72	1.4	2.11	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_LASSOSUM_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-09	P<=5e-09	63	6e-150	1.411	1.375,  1.447	0.0217	0.0819	0.596	0.589,  0.604	0.908	3.38	2.76	2.33	3.28	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-09_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-08	P<=5e-08	86	1.1e-157	1.424	1.387,  1.461	0.0228	0.0819	0.6	0.592,  0.607	0.207	10.9	2.68	2.25	3.19	TRUE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-08_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-07	P<=5e-07	113	2.7e-162	1.429	1.392,  1.466	0.0234	0.0818	0.601	0.593,  0.608	0.837	4.22	2.71	2.28	3.22	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-07_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-06	P<=5e-06	185	6.6e-168	1.439	1.403,  1.477	0.0243	0.0818	0.603	0.596,  0.61	0.0186	18.4	2.74	2.31	3.26	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-06_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
174.1	Michailidou K et al. 2018	iCOGS_ER_positive_BRCA	Breast cancer [female]; ER positive	http://bcac.ccge.medschl.cam.ac.uk/bcacdata/oncoarray/oncoarray-and-combined-summary-result/gwas-summary-results-breast-cancer-risk-2017	P_5e-05	P<=5e-05	423	1.5e-150	1.417	1.38,  1.454	0.0219	0.0819	0.598	0.59,  0.605	0.865	3.91	2.49	2.08	2.98	FALSE	TRUE	FALSE	PRSWEB_PHECODE174.1_iCOGS-ER-positive-BRCA_P_5e-05_UKB_20200608	https://www.ncbi.nlm.nih.gov/pubmed/?term=29059683
